identifier,nikaya,vagga,book_number,title,subtitle
an07.034.than.html,AN,7,34,Sovacassata Sutta,Compliance (2)
an07.015.than.html,AN,7,15,Udakupama Sutta,The Water Simile
an07.060.nymo.html,AN,7,60,Kodhana Sutta,The Wretchedness of Anger
an07.007.than.html,AN,7,7,Ugga Sutta,To Ugga
an07.048.than.html,AN,7,48,Saññoga Sutta,Bondage
an07.032.than.html,AN,7,32,Hirima Sutta,A Sense of Shame
an07.064.than.html,AN,7,64,Dhammaññu Sutta,One With a Sense of Dhamma
an07.070.than.html,AN,7,70,Arakenanusasani Sutta,Araka's Teaching
an07.051.than.html,AN,7,51,Avyakata Sutta,Undeclared
an07.035.than.html,AN,7,35,Mitta Sutta,A Friend
an07.021.than.html,AN,7,21,Bhikkhu-aparihaniya Sutta,Conditions for No Decline Among the Monks
an07.046.than.html,AN,7,46,Sañña Sutta,Perceptions
an07.056.than.html,AN,7,56,Kimila Sutta,To Kimila
an07.063.than.html,AN,7,63,Nagara Sutta,The Fortress
an07.006.than.html,AN,7,6,Dhana Sutta,Treasure
an07.012.than.html,AN,7,12,Anusaya Sutta,Obsessions (2)
an07.049.than.html,AN,7,49,Dana Sutta,Giving
an07.033.than.html,AN,7,33,Sovacassata Sutta,Compliance (1)
an09.020.than.html,AN,9,20,Velāma Sutta,About Velāma
an07.079.than.html,AN,7,79,Satthusasana Sutta,To Upali
an07.058.than.html,AN,7,58,Capala (Pacala) Sutta,Nodding
an07.060.than.html,AN,7,60,Kodhana Sutta,An Angry Person
an07.011.than.html,AN,7,11,Anusaya Sutta,Obsessions (1)
an07.031.than.html,AN,7,31,Appamada Sutta,Heedfulness
an07.068.yaho.html,AN,7,68,Aggikkhandopama Sutta,The Mass of Fire Comparison
an09.044.than.html,AN,9,44,Paññavimutti Sutta,Released Through Discernment
an09.033.than.html,AN,9,33,Vihāra Sutta,Dwellings (2)
an09.038.than.html,AN,9,38,Brahmana Sutta,To Two Brahmans
an09.042.than.html,AN,9,42,Pañcala Sutta,Pañcala's Verse
an09.063.than.html,AN,9,63,Sikkha-dubbalya Sutta,Things That Weaken the Training
an09.035.than.html,AN,9,35,Gavi Sutta,The Cow
an09.034.than.html,AN,9,34,Nibbana Sutta,Unbinding
an09.014.than.html,AN,9,14,Samiddhi Sutta,About Samiddhi
an09.064.than.html,AN,9,64,Nivarana Sutta,Hindrances
an09.045.than.html,AN,9,45,Ubhatobhaga Sutta,(Released) Both Ways
an09.013.than.html,AN,9,13,Kotthita Sutta,With Kotthita
an09.041.than.html,AN,9,41,Tapussa Sutta,To Tapussa
an09.007.than.html,AN,9,7,Sutava Sutta,To Sutavan
an09.032.than.html,AN,9,32,Vihāra Sutta,Dwellings (1)
an09.039.than.html,AN,9,39,Deva Sutta,The Devas (About Jhāna)
an09.043.than.html,AN,9,43,Kayasakkhi Sutta,Bodily Witness
an09.062.than.html,AN,9,62,Bhabba Sutta,Capable
an09.015.than.html,AN,9,15,Ganda Sutta,A Boil
an09.001.than.html,AN,9,1,Sambodhi Sutta,Self-awakening
an09.031.than.html,AN,9,31,Anupubbanirodha Sutta,Step-by-step Stopping
an09.040.than.html,AN,9,40,Naga Sutta,The Tusker
an09.016.than.html,AN,9,16,Sañña Sutta,Perception
an09.037.than.html,AN,9,37,Ananda Sutta,With Ananda
an09.036.than.html,AN,9,36,Jhana Sutta,Mental Absorption
an08.008.than.html,AN,8,8,Uttara Sutta,About Uttara
an08.054.nara.html,AN,8,54,Dighajanu (Vyagghapajja) Sutta,Conditions of Welfare
an08.053.than.html,AN,8,53,Gotami Sutta,To Gotami
an08.030.than.html,AN,8,30,Anuruddha Sutta,To Anuruddha
an08.024.than.html,AN,8,24,Hatthaka Sutta,About Hatthaka (2)
an08.054.than.html,AN,8,54,Dighajanu (Vyagghapajja) Sutta,To Dighajanu
an08.040.than.html,AN,8,40,Vipaka Sutta,Results
an08.023.than.html,AN,8,23,Hatthaka Sutta,About Hatthaka (1)
an08.002.than.html,AN,8,2,Pañña Sutta,Discernment
an08.009.than.html,AN,8,9,Nanda Sutta,About Nanda
an08.028.than.html,AN,8,28,Bala Sutta,Strengths
an08.043.khan.html,AN,8,43,Visakhuposatha Sutta,The Discourse to Visakha on the Uposatha with the Eight Practices
an08.014.than.html,AN,8,14,Khalunga Sutta,Unruly
an08.039.than.html,AN,8,39,Abhisanda Sutta,Rewards
an08.041.vaka.html,AN,8,41,Uposatha Sutta,The Uposatha Observance
an08.026.than.html,AN,8,26,Jivaka Sutta,To Jivaka
an08.007.than.html,AN,8,7,Devadatta Sutta,About Devadatta
an08.013.than.html,AN,8,13,Ajañña Sutta,The Thoroughbred
an08.063.than.html,AN,8,63,Sankhitta Sutta,In Brief
an08.025.kuma.html,AN,8,25,Mahanama Sutta,Being a Lay Buddhist
an08.086.than.html,AN,8,86,Yasa Sutta,Honor
an08.059.kuma.html,AN,8,59,Pathama Atthapuggala Sutta,Eight Individuals (a)
an08.080.than.html,AN,8,80,Kusita-Arambhavatthu Sutta,The Grounds for Laziness & the Arousal of Energy
an08.006.than.html,AN,8,6,Lokavipatti Sutta,The Failings of the World
an01.021-040.than.html,AN,1,21-40,Ekadhamma Suttas,A Single Thing
an06.038.niza.html,AN,6,38,Attakārī Sutta,The Self-Doer
an01.045-046.than.html,AN,1,45-46,Udakarahaka Suttas,A Pool of Water
an01.047.than.html,AN,1,47,Mudu Sutta,Soft
an01.049.than.html,AN,1,49-52,Pabhassara Sutta,Luminous
an01.048.than.html,AN,1,48,Lahu-parivatta Sutta,Quick to Reverse Itself
an11.010.than.html,AN,11,10,Sandha Sutta,To Sandha
an10.069.than.html,AN,10,69,Kathavatthu Sutta,Topics of Conversation (1)
an01.031-040x.wood.html,AN,1,31-40,Adanta Suttas,Untamed
an06.046.than.html,AN,6,46,Cunda Sutta,Cunda
an06.037.than.html,AN,6,37,Dana Sutta,Giving
an06.016.than.html,AN,6,16,Nakula Sutta,Nakula's Parents
an06.097.than.html,AN,6,97,Anisansa Sutta,Rewards
an06.047.than.html,AN,6,47,Sanditthika Sutta,Visible Here-&-Now
an06.085.than.html,AN,6,85,Siti Sutta,Cooled
an06.088.than.html,AN,6,88,Sussusa Sutta,Listening Well
an06.041.than.html,AN,6,41,Daruka-khandha Sutta,The Wood Pile
an06.055.than.html,AN,6,55,Sona Sutta,About Sona
an06.049.than.html,AN,6,49,Khema Sutta,With Khema
an06.012.than.html,AN,6,12,Saraniya Sutta,Conducive to Amiability
an06.102.than.html,AN,6,102,Anodhi Sutta,Without Exception (1)
an06.086.than.html,AN,6,86,Avaranata Sutta,Obstructions
an06.063.than.html,AN,6,63,Nibbedhika Sutta,Penetrative
an06.019.than.html,AN,6,19,Maranassati Sutta,Mindfulness of Death (1)
an06.104.than.html,AN,6,104,Anodhi Sutta,Without Exception (3)
an06.042.than.html,AN,6,42,Nagita Sutta,To Nagita
an06.013.than.html,AN,6,13,Nissaraniya Sutta,Means of Escape
an11.016.than.html,AN,11,16,Metta (Mettanisamsa) Sutta,Good Will
an06.103.than.html,AN,6,103,Anodhi Sutta,Without Exception (2)
an06.045.than.html,AN,6,45,Ina Sutta,Debt
an06.051.than.html,AN,6,51,Ananda Sutta,Ven. Ananda
an06.054.olen.html,AN,6,54,Dhammika Sutta,Dhammika
an06.087.than.html,AN,6,87,Kammavaranata Sutta,Kamma Obstructions
an06.020.than.html,AN,6,20,Maranassati Sutta,Mindfulness of Death (2)
an11.002.than.html,AN,11,2,Cetana Sutta,An Act of Will
an11.017.than.html,AN,11,17,Dasama Sutta,To Dasama
an11.012.than.html,AN,11,12,Mahanama Sutta,To Mahanama (1)
an11.013.than.html,AN,11,13,Mahanama Sutta,To Mahanama (2)
an11.016.piya.html,AN,11,16,Metta (Mettanisamsa) Sutta,Discourse on Advantages of Loving-kindness
an11.001.than.html,AN,11,1,Kimattha Sutta,What is the Purpose?
an11.018.than.html,AN,11,18,Gopalaka Sutta,The Cowherd
an10.020.than.html,AN,10,20,Ariyavasa Sutta,Dwellings of the Noble Ones
an10.093.than.html,AN,10,93,Ditthi Sutta,Views
an10.108.than.html,AN,10,108,Virecana (Tikicchaka) Sutta,A Purgative
an10.015.than.html,AN,10,15,Appamada Sutta,Heedfulness
an10.013.than.html,AN,10,13,Sanyojana Sutta,Fetters
an10.007.than.html,AN,10,7,Sariputta Sutta,With Sariputta
an10.095.than.html,AN,10,95,Uttiya Sutta,To Uttiya
an10.048.than.html,AN,10,48,Dasadhamma Sutta,Ten Things
an10.081.than.html,AN,10,81,Bahuna Sutta,To Bahuna
an10.070.than.html,AN,10,70,Kathavatthu Sutta,Topics of Conversation (2)
an10.051.than.html,AN,10,51,Sacitta Sutta,One's Own Mind
an10.060.piya.html,AN,10,60,Girimananda Sutta,Discourse to Girimananda Thera
an10.103.than.html,AN,10,103,Micchatta Sutta,Wrongness
an10.092.than.html,AN,10,92,Vera Sutta,Animosity
an10.104.than.html,AN,10,104,Bija Sutta,The Seed
an10.006.than.html,AN,10,6,Samadhi Sutta,Concentration
an10.118.niza.html,AN,10,118,Orimatīra Sutta,The Near Shore
an04.010.niza.html,AN,4,10,Yoga Sutta,Bondage
an10.080.than.html,AN,10,80,Aghata Sutta,Hatred
an10.094.than.html,AN,10,94,Vajjiya Sutta,About Vajjiya
an10.071.than.html,AN,10,71,Akankha Sutta,Wishes
an10.208.than.html,AN,10,208,Brahmavihara Sutta,The Sublime Attitudes
an10.066.niza.html,AN,10,66,Dutiya Sukha Sutta,Second Discourse on the Pleasant
an10.017.than.html,AN,10,17,Natha Sutta,Protectors
an10.065.niza.html,AN,10,65,Pathama Sukha Sutta,First Discourse on the Pleasant
an10.027x.nypo.html,AN,10,27,Mahapañha Sutta,The Great Questions
an10.058.than.html,AN,10,58,Mula Sutta,Rooted
an10.060.than.html,AN,10,60,Girimananda Sutta,To Girimananda
an10.024.than.html,AN,10,24,Cunda Sutta,Cunda
an10.176.than.html,AN,10,176,Cunda Kammaraputta Sutta,To Cunda the Silversmith
an03.072.than.html,AN,3,72,Ajivaka Sutta,To the Fatalists' Student
an10.029.than.html,AN,10,29,Kosala Sutta,The Kosalan
an10.048.piya.html,AN,10,48,Dasadhamma Sutta,Discourse on The Ten Dhammas
an10.054.than.html,AN,10,54,Samatha Sutta,With Regard to Tranquility
an10.177.than.html,AN,10,177,Janussonin Sutta,To Janussonin
an10.096.than.html,AN,10,96,Kokanuda Sutta,To Kokanuda
an10.046.than.html,AN,10,46,Sakka Sutta,To the Sakyans (on the Uposatha)
an03.015.than.html,AN,3,15,Rathakara (Pacetana) Sutta,The Chariot Maker
an03.034.than.html,AN,3,34,Hatthaka Sutta,To Hatthaka
an03.081.than.html,AN,3,81,Gadrabha Sutta,The Donkey
an03.062.than.html,AN,3,62,Bhaya Sutta,Dangers
an03.130.than.html,AN,3,130,Lekha Sutta,Inscriptions
an03.076.than.html,AN,3,76,Bhava Sutta,Becoming (1)
an03.057.than.html,AN,3,57,Vaccha Sutta,To Vaccha
an03.105.than.html,AN,3,105,Kuta Sutta,The Peak of the Roof
an03.099.than.html,AN,3,99,Lonaphala Sutta,The Salt Crystal
an03.048.than.html,AN,3,48,Pabbata Sutta,A Mountain
an03.069.than.html,AN,3,69,Mula Sutta,Roots
an03.051.than.html,AN,3,51,Dvejana Sutta,Two People (1)
an03.066.nymo.html,AN,3,66,Salha Sutta,To Salha
an03.070.than.html,AN,3,70,Muluposatha Sutta,The Roots of the Uposatha
an03.065.soma.html,AN,3,65,Kalama Sutta,The Instruction to the Kalamas
an03.086.than.html,AN,3,86,Sekhin Sutta,One in Training (2)
an03.071.than.html,AN,3,71,Channa Sutta,To Channa the Wanderer
an03.077.than.html,AN,3,77,Bhava Sutta,Becoming (2)
an03.038.than.html,AN,3,38,Sukhamala Sutta,Refinement
an03.033.than.html,AN,3,33,Nidana Sutta,Causes
an03.094.than.html,AN,3,94,Ajaniya Sutta,The Thoroughbred
an03.068.than.html,AN,3,68,Titthiya Sutta,Sectarians
an03.065.than.html,AN,3,65,Kalama Sutta,To the Kalamas
an03.123.than.html,AN,3,123,Gotamaka-cetiya Sutta,At Gotamaka Shrine
an03.022.than.html,AN,3,22,Gilana Sutta,Sick People
an03.091.than.html,AN,3,91,Accayika Sutta,Urgent
an03.085.than.html,AN,3,85,Sekhin Sutta,One in Training (1)
an03.088.than.html,AN,3,88,Sikkha Sutta,Trainings (1)
an03.060.than.html,AN,3,60,Sangarava Sutta,To Sangarava
an03.126.than.html,AN,3,126,Katuviya Sutta,Putrid
an03.083.than.html,AN,3,83,Vajjiputta Sutta,The Vajjian Monk
an03.120.than.html,AN,3,120,Moneyya Sutta,Sagacity
an03.134.than.html,AN,3,134,Dhamma-niyama Sutta,The Discourse on the Orderliness of the Dhamma
an03.047.than.html,AN,3,47,Sankhata Sutta,Fabricated
an03.100.01-10.than.html,AN,3,100 (i-x),Pansadhovaka Sutta,The Dirt-washer
an03.002.than.html,AN,3,2,Lakkhana Sutta,Characterized (by Action)
an04.184.than.html,AN,4,184,Abhaya Sutta,Fearless
an03.078.than.html,AN,3,78,Silabbata Sutta,Precept & Practice
an03.100.11-15.than.html,AN,3,100 (xi-xv),Nimitta Sutta,Themes
an03.040.than.html,AN,3,40,Adhipateyya Sutta,Governing Principles
an03.089.than.html,AN,3,89,Sikkha Sutta,Trainings (2)
an03.061.than.html,AN,3,61,Tittha Sutta,Sectarians
an03.073.than.html,AN,3,73,Sakka Sutta,To the Sakyan
an04.095.than.html,AN,4,95,Chavalata Sutta,The Firebrand
an03.067.than.html,AN,3,67,Kathavatthu Sutta,Topics for Discussion
an03.052.than.html,AN,3,52,Dvejana Sutta,Two People (2)
an04.252.than.html,AN,4,252,Pariyesana Sutta,Searches
an04.179.than.html,AN,4,179,Nibbana Sutta,Unbinding
an04.045.than.html,AN,4,45,Rohitassa Sutta,To Rohitassa
an04.174.than.html,AN,4,174,Kotthita Sutta,To Kotthita
an04.032.than.html,AN,4,32,Sangaha Sutta,The Bonds of Fellowship
an04.126.nymo.html,AN,4,126,Metta Sutta,Loving-kindness (2)
an04.111.than.html,AN,4,111,Kesi Sutta,To Kesi the Horsetrainer
an04.062.than.html,AN,4,62,Anana Sutta,Debtless
an04.159.than.html,AN,4,159,Bhikkhuni Sutta,The Nun
an04.124.than.html,AN,4,124,Jhana Sutta,Mental Absorption (2)
an04.183.than.html,AN,4,183,Suta Sutta,On What is Heard
an04.067.piya.html,AN,4,67,Ahi Sutta,A Snake
an04.259.than.html,AN,4,259,Araññika Sutta,A Wilderness Dweller
an04.001.than.html,AN,4,1,Anubuddha Sutta,Understanding
an04.123.than.html,AN,4,123,Jhana Sutta,Mental Absorption (1)
an04.178.than.html,AN,4,178,Jambali Sutta,The Waste-water Pool
an04.102.than.html,AN,4,102,Valahaka Sutta,Thunderheads
an04.099.than.html,AN,4,99,Sikkha Sutta,Trainings
an04.050.than.html,AN,4,50,Upakkilesa Sutta,Obscurations
an04.115.than.html,AN,4,115,Thana Sutta,Courses of Action
an04.049.than.html,AN,4,49,Vipallasa Sutta,Perversions
an04.094.than.html,AN,4,94,Samadhi Sutta,Concentration (Tranquillity and Insight)
an04.042.than.html,AN,4,42,Pañha Sutta,Questions
an04.077.than.html,AN,4,77,Acintita Sutta,Unconjecturable
an04.200.than.html,AN,4,200,Pema Sutta,Affection
an04.125.than.html,AN,4,125,Metta Sutta,Good Will (1)
an04.255.than.html,AN,4,255,Kula Sutta,On Families
an04.019.than.html,AN,4,19,Agati Sutta,Off Course
an04.035.than.html,AN,4,35,Vassakara Sutta,With Vassakara
an04.049.olen.html,AN,4,49,Vipallasa Sutta,Distortions of the Mind
an05.078.than.html,AN,5,78,Anagata-bhayani Sutta,The Discourse on Future Dangers (2)
an04.024.than.html,AN,4,24,Kalaka Sutta,At Kalaka's Park
an04.162.than.html,AN,4,162,Vitthara Sutta,(Modes of Practice) in Detail
an04.113.wood.html,AN,4,113,Patoda Sutta,The Goad
an04.095.budd.html,AN,4,95,Chavalata Sutta,Wood from a Pyre
an04.005.than.html,AN,4,5,Anusota Sutta,With the Flow
an05.139.than.html,AN,5,139,Akkhama Sutta,Not Resilient
an04.126.than.html,AN,4,126,Metta Sutta,Good Will (2)
an04.181.than.html,AN,4,181,Yodhajiva Sutta,The Warrior
an04.113.than.html,AN,4,113,Patoda Sutta,The Goad-stick
an04.055.than.html,AN,4,55,Samajivina Sutta,Living in Tune
an04.041.than.html,AN,4,41,Samadhi Sutta,Concentration
an04.235.than.html,AN,4,235,Ariyamagga Sutta,The Noble Path
an04.079.than.html,AN,4,79,Vanijja Sutta,Trade
an04.164.than.html,AN,4,164,Khama Sutta,Tolerant (1)
an04.085.than.html,AN,4,85,Tamonata Sutta,Darkness
an04.036.than.html,AN,4,36,Dona Sutta,With Dona
an04.170.than.html,AN,4,170,Yuganaddha Sutta,In Tandem
an04.028.than.html,AN,4,28,Ariya-vamsa Sutta,The Discourse on the Traditions of the Noble Ones
an04.245.than.html,AN,4,245,Sikkha Sutta,Training
an04.073.than.html,AN,4,73,Sappurisa Sutta,A Person of Integrity
an04.192.than.html,AN,4,192,Thana Sutta,Traits
an04.067.than.html,AN,4,67,Ahina Sutta,By a Snake
an04.031.than.html,AN,4,31,Cakka Sutta,Wheels
an04.096.than.html,AN,4,96,Raga-vinaya Sutta,The Subduing of Passion
an04.163.than.html,AN,4,163,Asubha Sutta,Unattractiveness
an05.199.than.html,AN,5,199,Kula Sutta,A Family
an04.010.than.html,AN,4,10,Yoga Sutta,Yokes
an04.125.nymo.html,AN,4,125,Metta Sutta,Loving-kindness (1)
an04.144.than.html,AN,4,144,Obhasa Sutta,Brightness
an04.199.than.html,AN,4,199,Tanha Sutta,Craving
an04.037.than.html,AN,4,37,Aparihani Sutta,No Falling Away
an04.165.than.html,AN,4,165,Khama Sutta,Tolerant (2)
an05.075.than.html,AN,5,75,Yodhajiva Sutta,The Warrior (1)
an05.180.than.html,AN,5,180,Gavesin Sutta,About Gavesin
an05.165.than.html,AN,5,165,Pañhapuccha Sutta,On Asking Questions
an05.037.than.html,AN,5,37,Bhojana Sutta,A Meal
an05.002.than.html,AN,5,2,Vitthara Sutta,(Strengths) in Detail
an05.121.than.html,AN,5,121,Gilana Sutta,To a Sick Man
an05.073.than.html,AN,5,73,Dhamma-viharin Sutta,One Who Dwells in the Dhamma
an05.028.than.html,AN,5,28,Samadhanga Sutta,The Factors of Concentration
an05.114.than.html,AN,5,114,Andhakavinda Sutta,At Andhakavinda
an05.095.niza.html,AN,5,95,Akuppa Sutta,Discourse on the Unshakeable
an05.161.nymo.html,AN,5,161,Aghatavinaya Sutta,Removing Annoyance
an05.025.than.html,AN,5,25,Anuggahita Sutta,Supported
an05.096.than.html,AN,5,96,Sutadhara Sutta,One Who Retains What He Has Heard
thag.18.00x.olen.html,KN,Thag,18,Maha Kassapa Thera,At Home in the Mountains
an05.177.than.html,AN,5,177,Vanijja Sutta,Business (Wrong Livelihood)
an05.041.than.html,AN,5,41,Adiya Sutta,Benefits to be Obtained (from Wealth)
an05.148.than.html,AN,5,148,Sappurisadana Sutta,A Person of Integrity's Gifts
an05.036.than.html,AN,5,36,Kaladana Sutta,Seasonable Gifts
an05.030.than.html,AN,5,30,Nagita Sutta,To Nagita
an05.200.than.html,AN,5,200,Nissaraniya Sutta,Leading to Escape
an05.079.than.html,AN,5,79,Anagata-bhayani Sutta,The Discourse on Future Dangers (3)
an05.198.than.html,AN,5,198,Vaca Sutta,A Statement
an05.029.than.html,AN,5,29,Cankama Sutta,Walking
an05.053.than.html,AN,5,53,Anga Sutta,Factors (for Exertion)
an05.176.than.html,AN,5,176,Piti Sutta,Rapture
an05.162.than.html,AN,5,162,Aghatavinaya Sutta,Subduing Hatred (2)
an05.097.than.html,AN,5,97,Katha Sutta,Talk
an05.196.than.html,AN,5,196,Supina Sutta,Dreams
an05.077.than.html,AN,5,77,Anagata-bhayani Sutta,The Discourse on Future Dangers (1)
an05.049.than.html,AN,5,49,Kosala Sutta,The Kosalan
khp.9.nymo.html,KN,Khp,9,Karaniya Metta Sutta,Loving-Kindness
an05.038.than.html,AN,5,38,Saddha Sutta,Conviction
an05.159.than.html,AN,5,159,Udayi Sutta,About Udayin
an05.027.than.html,AN,5,27,Samadhi Sutta,(Immeasurable) Concentration
an05.161.than.html,AN,5,161,Aghatavinaya Sutta,Subduing Hatred (1)
an05.049.hekh.html,AN,5,49,Kosala Sutta,The Kosalan
an05.080.than.html,AN,5,80,Anagata-bhayani Sutta,The Discourse on Future Dangers (4)
an05.175.than.html,AN,5,175,Candala Sutta,The Outcaste
an05.140.than.html,AN,5,140,Sotar Sutta,The Listener
an05.076.than.html,AN,5,76,Yodhajiva Sutta,The Warrior (2)
an05.130.than.html,AN,5,130,Sampada Sutta,Being Consummate
an05.254.than.html,AN,5,254-271,Macchariya Suttas,Stinginess
an05.029.agku.html,AN,5,29,Cankama Sutta,Walking
an05.043.than.html,AN,5,43,Ittha Sutta,What is Welcome
an05.057.than.html,AN,5,57,Upajjhatthana Sutta,Subjects for Contemplation
an05.129.than.html,AN,5,129,Parikuppa Sutta,In Agony
